Group	Chr	Start	End	Recombination Rate
merged	chr1A	581678118	587613609	7.769619203258657e-07
merged	chr1A	587613609	593549100	4.3237249320590285e-07
merged	chr1B	0	6887693	5.97660908285101e-07
merged	chr1B	6887693	13775386	4.820755439469446e-07
merged	chr1B	13775386	20663079	4.839549807654512e-07
merged	chr1B	20663079	27550772	1.3344001411396908e-07
merged	chr1B	27550772	34438465	2.988304541425505e-07
merged	chr1B	34438465	41326158	3.0399890539344365e-07
merged	chr1B	41326158	48213851	4.369690603027861e-07
merged	chr1B	48213851	55101544	3.697791940411749e-07
merged	chr1B	55101544	61989237	1.8183551219051422e-07
merged	chr1B	61989237	68876930	1.36259169341729e-08
merged	chr1B	68876930	75764623	3.054084830073236e-08
merged	chr1B	75764623	82652316	2.161352341282598e-08
merged	chr1B	82652316	89540009	1.88883400259914e-07
merged	chr1B	89540009	96427702	1.7243832809798117e-07
merged	chr1B	96427702	103315395	7.18884583078777e-08
merged	chr1B	103315395	110203088	9.72608553577169e-08
merged	chr1B	110203088	117090781	6.765972546623784e-08
merged	chr1B	117090781	123978474	4.27571876210253e-08
merged	chr1B	123978474	130866167	8.45746568327973e-09
merged	chr1B	130866167	137753860	1.2216339320292945e-08
merged	chr1B	137753860	144641553	2.255324182207928e-08
merged	chr1B	144641553	151529246	1.353194509324757e-07
merged	chr1B	151529246	158416939	1.0524846183636999e-07
merged	chr1B	158416939	165304632	2.72518338683458e-08
merged	chr1B	165304632	172192325	2.81915522775991e-09
merged	chr1B	172192325	179080018	4.6985920462665174e-08
merged	chr1B	179080018	185967711	0.0
merged	chr1B	185967711	192855404	4.651606125803852e-08
merged	chr1B	192855404	199743097	2.960112989147906e-08
merged	chr1B	199743097	206630790	1.1746480115666294e-08
merged	chr1B	206630790	213518483	0.0
merged	chr1B	213518483	220406176	2.1143664208199328e-08
merged	chr1B	220406176	227293869	9.397184092533033e-10
merged	chr1B	227293869	234181562	4.1817469211772005e-08
merged	chr1B	234181562	241069255	5.497352694131825e-08
merged	chr1B	241069255	247956948	0.0
merged	chr1B	247956948	254844641	9.773071456234356e-08
merged	chr1B	254844641	261732334	9.021296728831713e-08
merged	chr1B	261732334	268620027	0.0
merged	chr1B	268620027	275507720	0.0
merged	chr1B	275507720	282395413	4.08777508025187e-08
merged	chr1B	282395413	289283106	1.3672902854635566e-07
merged	chr1B	289283106	296170799	6.953916228474446e-08
merged	chr1B	296170799	303058492	1.5458367832216843e-07
merged	chr1B	303058492	309946185	7.094873989862442e-08
merged	chr1B	309946185	316833878	6.249127421534468e-08
merged	chr1B	316833878	323721571	6.718986626161119e-08
merged	chr1B	323721571	330609264	3.1104679346284346e-07
merged	chr1B	330609264	337496957	8.363493842354401e-08
merged	chr1B	337496957	344384650	1.625712848008215e-07
merged	chr1B	344384650	351272343	0.0
merged	chr1B	351272343	358160036	0.0
merged	chr1B	358160036	365047729	0.0
merged	chr1B	365047729	371935422	0.0
merged	chr1B	371935422	378823115	0.0
merged	chr1B	378823115	385710808	0.0
merged	chr1B	385710808	392598501	1.0618818024562329e-07
merged	chr1B	392598501	399486194	7.094873989862442e-08
merged	chr1B	399486194	406373887	0.0
merged	chr1B	406373887	413261580	3.805859557475879e-08
merged	chr1B	413261580	420149273	0.0
merged	chr1B	420149273	427036966	0.0
merged	chr1B	427036966	433924659	0.0
merged	chr1B	433924659	440812352	0.0
merged	chr1B	440812352	447700045	1.4565635343426201e-07
merged	chr1B	447700045	454587738	1.4612621263888868e-07
merged	chr1B	454587738	461475431	2.2788171424392606e-07
merged	chr1B	461475431	468363124	1.691493136655946e-08
merged	chr1B	468363124	475250817	2.678197466371915e-07
merged	chr1B	475250817	482138510	1.710287504841012e-07
merged	chr1B	482138510	489026203	1.5223438229903516e-07
merged	chr1B	489026203	495913896	1.5505353752679506e-07
merged	chr1B	495913896	502801589	1.644507216193281e-08
merged	chr1B	502801589	509689282	6.061183739683806e-08
merged	chr1B	509689282	516576975	1.9499156992006045e-07
merged	chr1B	516576975	523464668	1.301509996815825e-07
merged	chr1B	523464668	530352361	1.860642450321541e-07
merged	chr1B	530352361	537240054	4.2710201700562643e-07
merged	chr1B	537240054	544127747	1.0524846183636999e-07
merged	chr1B	544127747	551015440	3.1527552630448333e-07
merged	chr1B	551015440	557903133	1.8653410423678073e-07
merged	chr1B	557903133	564790826	4.125363816622002e-07
merged	chr1B	564790826	571678519	3.650806019949084e-07
merged	chr1B	571678519	578566212	3.3688904971730925e-07
merged	chr1B	578566212	585453905	2.955414397101639e-07
merged	chr1B	585453905	592341598	4.684496270127718e-07
merged	chr1B	592341598	599229291	2.1237636049124658e-07
merged	chr1B	599229291	606116984	4.693893454220251e-07
merged	chr1B	606116984	613004677	1.5693297434530167e-07
merged	chr1B	613004677	619892370	3.890434214308676e-07
merged	chr1B	619892370	626780063	4.28981453824133e-07
merged	chr1B	626780063	633667756	4.914727280394777e-07
merged	chr1B	633667756	640555449	7.362693736499632e-07
merged	chr1B	640555449	647443142	7.700992363830822e-07
merged	chr1B	647443142	654330835	2.7298819788808465e-07
merged	chr1B	654330835	661218528	1.0120767267658079e-06
merged	chr1B	661218528	668106221	7.503651497887628e-07
merged	chr1B	668106221	674993914	5.699392152121285e-07
merged	chr1B	674993914	681881607	8.274220593475337e-07
merged	chr1D	0	4951266	3.0785496975120993e-07
merged	chr1D	4951266	9902532	5.980622023829238e-07
merged	chr1D	9902532	14853798	8.797723764015468e-07
merged	chr1D	14853798	19805064	2.058902663941213e-07
merged	chr1D	19805064	24756330	2.1177284543395334e-07
merged	chr1D	24756330	29707596	2.12426465327268e-07
merged	chr1D	29707596	34658862	2.764812148721057e-07
merged	chr1D	34658862	39610128	3.372678649503701e-07
merged	chr1D	39610128	44561394	4.6014840489352826e-07
merged	chr1D	44561394	49512660	4.6603098393336023e-07
merged	chr1D	49512660	54463926	1.2157330015652875e-07
merged	chr1D	54463926	59415192	3.3269252569716746e-07
merged	chr1D	59415192	64366458	1.1961244047658474e-07
merged	chr1D	64366458	69317724	6.732284901141109e-08
merged	chr1D	69317724	74268990	1.699411722618144e-08
merged	chr1D	74268990	79220256	8.758506570416588e-08
merged	chr1D	79220256	84171522	2.8105655412530846e-07
merged	chr1D	84171522	89122788	5.209350549717926e-07
merged	chr1D	89122788	94074054	9.477488453062726e-08
merged	chr1D	94074054	99025320	8.954592538410989e-08
merged	chr1D	99025320	103976586	1.5490791471557699e-07
merged	chr1D	103976586	108927852	6.470836943815241e-08
merged	chr1D	108927852	113879118	2.797493143386791e-07
merged	chr1D	113879118	118830384	3.0066515092474857e-08
merged	chr1D	118830384	123781650	7.451266783787247e-08
merged	chr1D	123781650	128732916	6.470836943815241e-08
merged	chr1D	128732916	133684182	1.9020338895456918e-07
merged	chr1D	133684182	138635448	6.92837086913551e-08
merged	chr1D	138635448	143586714	1.4706447599580092e-07
merged	chr1D	143586714	148537980	0.0
merged	chr1D	148537980	153489246	1.3726017759608085e-08
merged	chr1D	153489246	158440512	1.2614863940973145e-07
merged	chr1D	158440512	163391778	0.0
merged	chr1D	163391778	168343044	0.0
merged	chr1D	168343044	173294310	1.0915452218355003e-07
merged	chr1D	173294310	178245576	8.431696623759253e-08
merged	chr1D	178245576	183196842	0.0
merged	chr1D	183196842	188148108	0.0
merged	chr1D	188148108	193099374	0.0
merged	chr1D	193099374	198050640	0.0
merged	chr1D	198050640	203001906	1.1242262165012339e-07
merged	chr1D	203001906	207953172	9.15067850640539e-08
merged	chr1D	207953172	212904438	1.5556153460889162e-07
merged	chr1D	212904438	217855704	0.0
merged	chr1D	217855704	222806970	0.0
merged	chr1D	222806970	227758236	1.1111538186349403e-07
merged	chr1D	227758236	232709502	3.0720134985789527e-08
merged	chr1D	232709502	237660768	9.542850442394194e-08
merged	chr1D	237660768	242612034	1.2418777972978745e-08
merged	chr1D	242612034	247563300	2.817101740186231e-07
merged	chr1D	247563300	252514566	0.0
merged	chr1D	252514566	257465832	1.1046176197017936e-07
merged	chr1D	257465832	262417098	3.7713867844256505e-07
merged	chr1D	262417098	267368364	0.0
merged	chr1D	267368364	272319630	0.0
merged	chr1D	272319630	277270896	2.549117583927216e-08
merged	chr1D	277270896	282222162	0.0
merged	chr1D	282222162	287173428	4.5753392532026955e-09
merged	chr1D	287173428	292124694	2.353031615932815e-08
merged	chr1D	292124694	297075960	0.0
merged	chr1D	297075960	302027226	3.0720134985789527e-08
merged	chr1D	302027226	306978492	4.509977263871228e-08
merged	chr1D	306978492	311929758	2.3138144223339343e-07
merged	chr1D	311929758	316881024	0.0
merged	chr1D	316881024	321832290	0.0
merged	chr1D	321832290	326783556	1.6471221311529702e-07
merged	chr1D	326783556	331734822	0.0
merged	chr1D	331734822	336686088	0.0
merged	chr1D	336686088	341637354	2.2615248308687607e-07
merged	chr1D	341637354	346588620	0.0
merged	chr1D	346588620	351539886	0.0
merged	chr1D	351539886	356491152	1.0980814207686468e-07
merged	chr1D	356491152	361442418	0.0
merged	chr1D	361442418	366393684	2.71905875618903e-07
merged	chr1D	366393684	371344950	0.0
merged	chr1D	371344950	376296216	2.1896266426041472e-07
merged	chr1D	376296216	381247482	5.098235167854432e-08
merged	chr1D	381247482	386198748	0.0
merged	chr1D	386198748	391150014	9.15067850640539e-08
merged	chr1D	391150014	396101280	2.758275949787911e-07
merged	chr1D	396101280	401052546	8.823868559748055e-08
merged	chr1D	401052546	406003812	2.366104013799108e-07
merged	chr1D	406003812	410955078	1.745165115150171e-07
merged	chr1D	410955078	415906344	1.1765158079664075e-08
merged	chr1D	415906344	420857610	2.973970514581752e-07
merged	chr1D	420857610	425808876	9.608212431725661e-08
merged	chr1D	425808876	430760142	2.758275949787911e-07
merged	chr1D	430760142	435711408	2.6536967668575633e-07
merged	chr1D	435711408	440662674	1.9151062874119854e-07
merged	chr1D	440662674	445613940	2.830174138052524e-07
merged	chr1D	445613940	450565206	5.3596831251803e-08
merged	chr1D	450565206	455516472	0.0
merged	chr1D	455516472	460467738	3.202737477241887e-07
merged	chr1D	460467738	465419004	3.2092736761750336e-07
merged	chr1D	465419004	470370270	2.3334230191333745e-07
merged	chr1D	470370270	475321536	2.732131154055324e-07
merged	chr1D	475321536	480272802	1.3987465716933954e-07
merged	chr1D	480272802	485224068	3.261563267640207e-07
merged	chr1D	485224068	490175334	1.5556153460889162e-07
merged	chr2A	0	7807147	9.127807625798528e-07
merged	chr2A	7807147	15614294	1.0321635326175447e-07
merged	chr2A	15614294	23421441	2.275734053843502e-07
merged	chr2A	23421441	31228588	3.0840548926403747e-07
merged	chr2A	31228588	39035735	4.970136849833077e-07
merged	chr2A	39035735	46842882	3.788744854668417e-07
merged	chr2A	46842882	54650029	3.3866570528053576e-07
merged	chr2A	54650029	62457176	2.3503482851170597e-07
merged	chr2A	62457176	70264323	3.2954618812487873e-07
merged	chr2A	70264323	78071470	1.624932147735251e-07
merged	chr2A	78071470	85878617	5.981574207096856e-07
merged	chr2A	85878617	93685764	3.863359085941974e-07
merged	chr2A	93685764	101492911	1.861210546768183e-07
merged	chr2A	101492911	109300058	1.2684419316504766e-07
merged	chr2A	109300058	117107205	1.819758196060651e-07
merged	chr2A	117107205	124914352	1.0943420586788425e-07
merged	chr2A	124914352	132721499	1.3845085136315658e-07
merged	chr2A	132721499	140528646	8.995160103534426e-08
merged	chr2A	140528646	148335793	0.0
merged	chr2A	148335793	156142940	0.0
merged	chr2A	156142940	163950087	9.243874207779617e-08
merged	chr2A	163950087	171757234	1.7202725543625744e-07
merged	chr2A	171757234	179564381	0.0
merged	chr2A	179564381	187371528	2.7773074974046382e-08
merged	chr2A	187371528	195178675	1.4176703941975915e-07
merged	chr2A	195178675	202985822	8.497731895044043e-08
merged	chr2A	202985822	210792969	1.102632528820349e-07
merged	chr2A	210792969	218600116	1.4342513344806043e-07
merged	chr2A	218600116	226407263	2.1140698860841275e-08
merged	chr2A	226407263	234214410	1.2642966965797235e-07
merged	chr2A	234214410	242021557	0.0
merged	chr2A	242021557	249828704	0.0
merged	chr2A	249828704	257635851	0.0
merged	chr2A	257635851	265442998	9.160969506364553e-08
merged	chr2A	265442998	273250145	0.0
merged	chr2A	273250145	281057292	2.706838501201834e-07
merged	chr2A	281057292	288864439	6.632376113205106e-08
merged	chr2A	288864439	296671586	2.9016645495272337e-08
merged	chr2A	296671586	304478733	0.0
merged	chr2A	304478733	312285880	2.0726175353765957e-08
merged	chr2A	312285880	320093027	1.359637103207047e-07
merged	chr2A	320093027	327900174	7.295613724525617e-08
merged	chr2A	327900174	335707321	5.513162644101745e-08
merged	chr2A	335707321	343514468	5.5546149948092764e-08
merged	chr2A	343514468	351321615	3.730711563677872e-08
merged	chr2A	351321615	359128762	0.0
merged	chr2A	359128762	366935909	0.0
merged	chr2A	366935909	374743056	1.836339136343664e-07
merged	chr2A	374743056	382550203	3.6478068622628084e-08
merged	chr2A	382550203	390357350	1.4839941553296425e-07
merged	chr2A	390357350	398164497	3.68925921297034e-08
merged	chr2A	398164497	405971644	0.0
merged	chr2A	405971644	413778791	9.368231259902212e-08
merged	chr2A	413778791	421585938	8.414827193628978e-08
merged	chr2A	421585938	429393085	5.388805591979149e-09
merged	chr2A	429393085	437200232	3.979425667923063e-08
merged	chr2A	437200232	445007379	3.730711563677872e-08
merged	chr2A	445007379	452814526	2.6114980945745104e-08
merged	chr2A	452814526	460621673	1.6539487932305235e-07
merged	chr2A	460621673	468428820	1.7368534946455872e-07
merged	chr2A	468428820	476235967	1.3472013979947872e-07
merged	chr2A	476235967	484043114	4.435401525705914e-08
merged	chr2A	484043114	491850261	9.451135961317276e-08
merged	chr2A	491850261	499657408	9.865659468392596e-08
merged	chr2A	499657408	507464555	3.991861373135323e-07
merged	chr2A	507464555	515271702	1.8031772557776382e-07
merged	chr2A	515271702	523078849	1.6166416775937447e-07
merged	chr2A	523078849	530885996	3.772163914385404e-08
merged	chr2A	530885996	538693143	1.3389109278532809e-07
merged	chr2A	538693143	546500290	2.0062937742445446e-07
merged	chr2A	546500290	554307437	1.6788202036550426e-07
merged	chr2A	554307437	562114584	2.072617535376596e-07
merged	chr2A	562114584	569921731	6.922542568157829e-08
merged	chr2A	569921731	577728878	1.5586083866032e-07
merged	chr2A	577728878	585536025	2.0477461249520765e-07
merged	chr2A	585536025	593343172	8.912255402119362e-08
merged	chr2A	593343172	601150319	6.549471411790042e-08
merged	chr2A	601150319	608957466	3.7597282091731446e-07
merged	chr2A	608957466	616764613	4.1452350707531916e-10
merged	chr2A	616764613	624571760	2.2964602291972681e-07
merged	chr2A	624571760	632378907	9.948564169807658e-08
merged	chr2A	632378907	640186054	2.3337673448340467e-07
merged	chr2A	640186054	647993201	1.8280486662021575e-07
merged	chr2A	647993201	655800348	4.352496824290851e-08
merged	chr2A	655800348	663607495	9.824207117685064e-08
merged	chr2A	663607495	671414642	4.1452350707531913e-08
merged	chr2A	671414642	679221789	7.602361119761353e-07
merged	chr2A	679221789	687028936	4.1037827200456596e-07
merged	chr2A	687028936	694836083	7.00130203450214e-07
merged	chr2A	694836083	702643230	2.9804240158715447e-07
merged	chr2A	702643230	710450377	4.414675350352149e-07
merged	chr2A	710450377	718257524	7.846929988935791e-07
merged	chr2A	718257524	726064671	4.907958323771779e-07
merged	chr2A	726064671	733871818	3.3949475229468637e-07
merged	chr2A	733871818	741678965	7.938125160492361e-07
merged	chr2A	741678965	749486112	6.2344335464128e-07
merged	chr2A	749486112	757293259	9.401393140468239e-07
merged	chr2A	757293259	765100406	9.260455148062629e-07
merged	chr2A	765100406	772907553	2.466414867098149e-07
merged	chr2A	772907553	780714700	9.032467219171204e-07
merged	chr2B	0	8012536	7.367096536426449e-07
merged	chr2B	8012536	16025072	4.224771369025255e-07
merged	chr2B	16025072	24037608	4.656942054002026e-07
merged	chr2B	24037608	32050144	2.807089963166876e-07
merged	chr2B	32050144	40062680	2.1810483167051986e-07
merged	chr2B	40062680	48075216	5.577829121055332e-07
merged	chr2B	48075216	56087752	1.7488776317284278e-07
merged	chr2B	56087752	64100288	1.4096034491298414e-07
merged	chr2B	64100288	72112824	4.915436669315235e-07
merged	chr2B	72112824	80125360	3.6997041816703003e-07
merged	chr2B	80125360	88137896	0.0
merged	chr2B	88137896	96150432	2.734388352610036e-07
merged	chr2B	96150432	104162968	3.0413507082944715e-07
merged	chr2B	104162968	112175504	5.646491753247903e-07
merged	chr2B	112175504	120188040	9.814717425173394e-08
merged	chr2B	120188040	128200576	2.1931652517980056e-07
merged	chr2B	128200576	136213112	5.884791476739768e-07
merged	chr2B	136213112	144225648	5.735349277261819e-07
merged	chr2B	144225648	152238184	4.652903075637757e-07
merged	chr2B	152238184	160250720	6.502755166472907e-07
merged	chr2B	160250720	168263256	2.8878695304522536e-07
merged	chr2B	168263256	176275792	1.1066800718096749e-07
merged	chr2B	176275792	184288328	4.669058989094833e-07
merged	chr2B	184288328	192300864	3.4331316096285533e-07
merged	chr2B	192300864	200313400	9.57237872331726e-08
merged	chr2B	200313400	208325936	4.398447438688817e-07
merged	chr2B	208325936	216338472	5.056800912064646e-07
merged	chr2B	216338472	224351008	1.0905241583525993e-07
merged	chr2B	224351008	232363544	4.038978364268886e-10
merged	chr2B	232363544	240376080	8.001216139616664e-07
merged	chr2B	240376080	248388616	4.192459542111104e-07
merged	chr2B	248388616	256401152	4.3499796983175905e-07
merged	chr2B	256401152	264413688	8.037566944895084e-08
merged	chr2B	264413688	272426224	3.55430096055662e-08
merged	chr2B	272426224	280438760	1.8983198312063765e-08
merged	chr2B	280438760	288451296	1.6559811293502435e-08
merged	chr2B	288451296	296463832	3.352352042343176e-08
merged	chr2B	296463832	304476368	8.077956728537772e-10
merged	chr2B	304476368	312488904	3.877419229698131e-08
merged	chr2B	312488904	320501440	9.491599156031883e-08
merged	chr2B	320501440	328513976	1.736760696635621e-08
merged	chr2B	328513976	336526512	4.038978364268886e-10
merged	chr2B	336526512	344539048	3.433131609628554e-08
merged	chr2B	344539048	352551584	0.0
merged	chr2B	352551584	360564120	2.3870362132829117e-07
merged	chr2B	360564120	368576656	7.027822353827862e-08
merged	chr2B	368576656	376589192	5.4122310081203076e-08
merged	chr2B	376589192	384601728	1.5590456486077902e-07
merged	chr2B	384601728	392614264	1.0057056127029528e-07
merged	chr2B	392614264	400626800	1.0784072232597927e-07
merged	chr2B	400626800	408639336	6.866263219257107e-08
merged	chr2B	408639336	416651872	4.669058989094833e-07
merged	chr2B	416651872	424664408	1.3894085573084968e-07
merged	chr2B	424664408	432676944	1.6155913457075545e-09
merged	chr2B	432676944	440689480	1.95890450667041e-07
merged	chr2B	440689480	448702016	1.9185147230277212e-07
merged	chr2B	448702016	456714552	4.4671100708813887e-07
merged	chr2B	456714552	464727088	1.8175402639209988e-07
merged	chr2B	464727088	472739624	0.0
merged	chr2B	472739624	480752160	0.0
merged	chr2B	480752160	488764696	0.0
merged	chr2B	488764696	496777232	0.0
merged	chr2B	496777232	504789768	0.0
merged	chr2B	504789768	512802304	0.0
merged	chr2B	512802304	520814840	7.552889541182818e-08
merged	chr2B	520814840	528827376	1.2924730765660436e-08
merged	chr2B	528827376	536839912	1.4863440380509503e-07
merged	chr2B	536839912	544852448	8.077956728537772e-10
merged	chr2B	544852448	552864984	2.665725720417465e-08
merged	chr2B	552864984	560877520	4.442876200695775e-07
merged	chr2B	560877520	568890056	2.1002687494198208e-07
merged	chr2B	568890056	576902592	4.200537498839642e-08
merged	chr2B	576902592	584915128	5.169892306264174e-08
merged	chr2B	584915128	592927664	2.0841128359627455e-07
merged	chr2B	592927664	600940200	2.3668413214615676e-07
merged	chr2B	600940200	608952736	1.4015254924013038e-07
merged	chr2B	608952736	616965272	1.3369018385730013e-07
merged	chr2B	616965272	624977808	7.552889541182818e-08
merged	chr2B	624977808	632990344	6.745093868329041e-08
merged	chr2B	632990344	641002880	8.845362617748862e-08
merged	chr2B	641002880	649015416	9.826834360266201e-07
merged	chr2B	649015416	657027952	3.340235107250369e-07
merged	chr2B	657027952	665040488	3.295806345243411e-07
merged	chr2B	665040488	673053024	2.2577889056263075e-07
merged	chr2B	673053024	681065560	2.055839987412863e-07
merged	chr2B	681065560	689078096	4.652903075637757e-07
merged	chr2B	689078096	697090632	6.345235010266421e-07
merged	chr2B	697090632	705103168	3.5623789172851577e-07
merged	chr2B	705103168	713115704	2.6778426555102717e-07
merged	chr2B	713115704	721128240	4.034939385904618e-07
merged	chr2B	721128240	729140776	5.072956825521721e-07
merged	chr2B	729140776	737153312	4.984099301507805e-07
merged	chr2B	737153312	745165848	5.715154385440474e-07
merged	chr2B	745165848	753178384	1.103044991281833e-06
merged	chr2B	753178384	761190920	3.6512364412990734e-07
merged	chr2B	761190920	769203456	5.25471085191382e-07
merged	chr2B	769203456	777215992	6.680470214500738e-07
merged	chr2B	777215992	785228528	3.1746369943153444e-07
merged	chr2B	785228528	793241064	1.196749289332871e-06
merged	chr2D	0	6516113	4.2265155736915027e-07
merged	chr2D	6516113	13032226	5.115524137370443e-07
merged	chr2D	13032226	19548339	6.610449152271903e-07
merged	chr2D	19548339	26064452	2.9848835015142103e-07
merged	chr2D	26064452	32580565	3.3474400665899795e-07
merged	chr2D	32580565	39096678	1.2316990155998737e-07
merged	chr2D	39096678	45612791	7.300796584402477e-08
merged	chr2D	45612791	52128904	5.065858854483352e-08
merged	chr2D	52128904	58645017	4.8175324400478935e-08
merged	chr2D	58645017	65161130	4.708268817696292e-07
merged	chr2D	65161130	71677243	3.6702644053560755e-07
merged	chr2D	71677243	78193356	1.7631175424917547e-07
merged	chr2D	78193356	84709469	1.3399693322937337e-06
merged	chr2D	84709469	91225582	0.0
merged	chr2D	91225582	97741695	7.251131301515386e-08
merged	chr2D	97741695	104257808	5.1155241373704436e-08
merged	chr2D	104257808	110773921	3.4020718777657803e-07
merged	chr2D	110773921	117290034	4.966528288709169e-10
merged	chr2D	117290034	123806147	0.0
merged	chr2D	123806147	130322260	1.4949250149014598e-07
merged	chr2D	130322260	136838373	0.0
merged	chr2D	136838373	143354486	0.0
merged	chr2D	143354486	149870599	0.0
merged	chr2D	149870599	156386712	0.0
merged	chr2D	156386712	162902825	7.201466018628294e-08
merged	chr2D	162902825	169418938	7.350461867289569e-08
merged	chr2D	169418938	175935051	0.0
merged	chr2D	175935051	182451164	0.0
merged	chr2D	182451164	188967277	0.0
merged	chr2D	188967277	195483390	4.469875459838252e-08
merged	chr2D	195483390	201999503	0.0
merged	chr2D	201999503	208515616	0.0
merged	chr2D	208515616	215031729	4.3208796111769764e-08
merged	chr2D	215031729	221547842	0.0
merged	chr2D	221547842	228063955	0.0
merged	chr2D	228063955	234580068	0.0
merged	chr2D	234580068	241096181	0.0
merged	chr2D	241096181	247612294	0.0
merged	chr2D	247612294	254128407	0.0
