Group	Chr	Start	End	Recombination Rate
4	chr1B	392598501	399486194	8.369574373237804e-08
4	chr1B	399486194	406373887	0.0
4	chr1B	406373887	413261580	2.7329222443225482e-08
4	chr1B	413261580	420149273	0.0
4	chr1B	420149273	427036966	0.0
4	chr1B	427036966	433924659	0.0
4	chr1B	433924659	440812352	0.0
4	chr1B	440812352	447700045	1.161491953837083e-07
4	chr1B	447700045	454587738	1.0077650775939396e-07
4	chr1B	454587738	461475431	2.0667724472689274e-07
4	chr1B	461475431	468363124	6.8323056108063704e-09
4	chr1B	468363124	475250817	3.3136682212410896e-07
4	chr1B	475250817	482138510	2.0326109192148952e-07
4	chr1B	482138510	489026203	1.861803278944736e-07
4	chr1B	489026203	495913896	1.3493803581342584e-07
4	chr1B	495913896	502801589	1.3664611221612741e-08
4	chr1B	502801589	509689282	6.490690330266052e-08
4	chr1B	509689282	516576975	1.9130455710257838e-07
4	chr1B	516576975	523464668	1.400622650215306e-07
4	chr1B	523464668	530352361	1.9642878631068314e-07
4	chr1B	530352361	537240054	4.628887051321316e-07
4	chr1B	537240054	544127747	1.3152188300802262e-07
4	chr1B	544127747	551015440	3.3136682212410896e-07
4	chr1B	551015440	557903133	2.0496916832419115e-07
4	chr1B	557903133	564790826	3.8944141981596313e-07
4	chr1B	564790826	571678519	3.8090103780245517e-07
4	chr1B	571678519	578566212	3.672364265808424e-07
4	chr1B	578566212	585453905	2.920810648619724e-07
4	chr1B	585453905	592341598	4.577644759240269e-07
4	chr1B	592341598	599229291	1.9813686271338475e-07
4	chr1B	599229291	606116984	4.5605639952132526e-07
4	chr1B	606116984	613004677	1.5714302904854655e-07
4	chr1B	613004677	619892370	4.3897563549430934e-07
4	chr1B	619892370	626780063	4.15062565856487e-07
4	chr1B	626780063	633667756	5.090067680050747e-07
4	chr1B	633667756	640555449	7.720505340211199e-07
4	chr1B	640555449	647443142	7.771747632292247e-07
4	chr1B	647443142	654330835	3.057456760835851e-07
4	chr1B	654330835	661218528	1.0299700708290603e-06
4	chr1B	661218528	668106221	8.454978193372883e-07
4	chr1B	668106221	674993914	5.090067680050747e-07
4	chr1B	674993914	681881607	7.225163183427738e-07
4	chr1D	0	4951266	3.160213735947415e-07
4	chr1D	4951266	9902532	5.132377195222868e-07
4	chr1D	9902532	14853798	9.052943108240337e-07
4	chr1D	14853798	19805064	2.3523395478104817e-07
4	chr1D	19805064	24756330	1.9484024537420148e-07
4	chr1D	24756330	29707596	1.6870313928741837e-07
4	chr1D	29707596	34658862	2.898842675079583e-07
4	chr1D	34658862	39610128	2.9226036806130227e-07
4	chr1D	39610128	44561394	4.015609935151226e-07
4	chr1D	44561394	49512660	4.4670690402865714e-07
4	chr1D	49512660	54463926	1.1642892711385212e-07
4	chr1D	54463926	59415192	3.445345802348685e-07
4	chr1D	59415192	64366458	1.0692452490047644e-07
4	chr1D	64366458	69317724	8.553961992038115e-08
4	chr1D	69317724	74268990	1.4256603320063525e-08
4	chr1D	74268990	79220256	9.029182102706899e-08
4	chr1D	79220256	84171522	2.0909684869426504e-07
4	chr1D	84171522	89122788	3.017647702746779e-07
4	chr1D	89122788	94074054	6.89069160469737e-08
4	chr1D	94074054	99025320	6.89069160469737e-08
4	chr1D	99025320	103976586	1.0692452490047644e-07
4	chr1D	103976586	108927852	3.5641508300158815e-08
4	chr1D	108927852	113879118	1.829597426074819e-07
4	chr1D	113879118	118830384	3.088930719347097e-08
4	chr1D	118830384	123781650	4.5145910513534494e-08
4	chr1D	123781650	128732916	3.5641508300158815e-08
4	chr1D	128732916	133684182	1.49694334860667e-07
4	chr1D	133684182	138635448	4.5145910513534494e-08
4	chr1D	138635448	143586714	7.841131826034938e-08
4	chr1D	143586714	148537980	0.0
4	chr1D	148537980	153489246	1.1880502766719603e-08
4	chr1D	153489246	158440512	1.0454842434713252e-07
4	chr1D	158440512	163391778	0.0
4	chr1D	163391778	168343044	0.0
4	chr1D	168343044	173294310	1.0454842434713252e-07
4	chr1D	173294310	178245576	7.841131826034938e-08
4	chr1D	178245576	183196842	0.0
4	chr1D	183196842	188148108	0.0
4	chr1D	188148108	193099374	0.0
4	chr1D	193099374	198050640	0.0
4	chr1D	198050640	203001906	9.029182102706899e-08
4	chr1D	203001906	207953172	1.0454842434713252e-07
4	chr1D	207953172	212904438	1.6870313928741837e-07
4	chr1D	212904438	217855704	0.0
4	chr1D	217855704	222806970	0.0
4	chr1D	222806970	227758236	9.742012268710074e-08
4	chr1D	227758236	232709502	3.3265407746814895e-08
4	chr1D	232709502	237660768	6.653081549362979e-08
4	chr1D	237660768	242612034	1.1880502766719603e-08
4	chr1D	242612034	247563300	3.4691068078821244e-07
4	chr1D	247563300	252514566	0.0
4	chr1D	252514566	257465832	1.140528265605082e-07
4	chr1D	257465832	262417098	3.873043901950591e-07
4	chr1D	262417098	267368364	0.0
4	chr1D	267368364	272319630	0.0
4	chr1D	272319630	277270896	2.3761005533439207e-08
4	chr1D	277270896	282222162	0.0
4	chr1D	282222162	287173428	0.0
4	chr1D	287173428	292124694	2.3761005533439207e-08
4	chr1D	292124694	297075960	0.0
4	chr1D	297075960	302027226	2.851320664012705e-08
4	chr1D	302027226	306978492	4.5145910513534494e-08
4	chr1D	306978492	311929758	2.281056531210164e-07
4	chr1D	311929758	316881024	0.0
4	chr1D	316881024	321832290	0.0
4	chr1D	321832290	326783556	1.4018993264729133e-07
4	chr1D	326783556	331734822	0.0
4	chr1D	331734822	336686088	0.0
4	chr1D	336686088	341637354	1.853358431608258e-07
4	chr1D	341637354	346588620	0.0
4	chr1D	346588620	351539886	0.0
4	chr1D	351539886	356491152	8.553961992038115e-08
4	chr1D	356491152	361442418	0.0
4	chr1D	361442418	366393684	3.1126917248805363e-07
4	chr1D	366393684	371344950	0.0
4	chr1D	371344950	376296216	2.4473835699442385e-07
4	chr1D	376296216	381247482	4.752201106687841e-08
4	chr1D	381247482	386198748	0.0
4	chr1D	386198748	391150014	7.128301660031763e-08
4	chr1D	391150014	396101280	2.898842675079583e-07
4	chr1D	396101280	401052546	9.029182102706899e-08
4	chr1D	401052546	406003812	2.7087546308120696e-07
4	chr1D	406003812	410955078	1.9959244648088933e-07
4	chr1D	410955078	415906344	1.6632703873407448e-08
4	chr1D	415906344	420857610	2.542427592077995e-07
4	chr1D	420857610	425808876	1.0930062545382036e-07
4	chr1D	425808876	430760142	2.566188597611434e-07
4	chr1D	430760142	435711408	2.6612326197451916e-07
4	chr1D	435711408	440662674	1.9008804426751365e-07
4	chr1D	440662674	445613940	2.518666586544556e-07
4	chr1D	445613940	450565206	4.752201106687841e-08
4	chr1D	450565206	455516472	0.0
4	chr1D	455516472	460467738	3.754238874283395e-07
4	chr1D	460467738	465419004	3.160213735947415e-07
4	chr1D	465419004	470370270	2.4473835699442385e-07
4	chr1D	470370270	475321536	2.494905581011117e-07
4	chr1D	475321536	480272802	1.259333293272278e-07
4	chr1D	480272802	485224068	3.160213735947415e-07
4	chr1D	485224068	490175334	1.2118112822053995e-07
4	chr2A	0	7807146	9.90043194363969e-07
4	chr2A	7807146	15614292	1.1000479937377433e-07
4	chr2A	15614292	23421438	2.60696305365246e-07
4	chr2A	23421438	31228584	2.6672396560490485e-07
4	chr2A	31228584	39035730	5.334479312098097e-07
4	chr2A	39035730	46842876	3.7070110473902035e-07
4	chr2A	46842876	54650022	3.6165961437953206e-07
4	chr2A	54650022	62457168	2.2754417404712223e-07
4	chr2A	62457168	70264314	2.7576545596439314e-07
4	chr2A	70264314	78071460	1.627468264707894e-07
4	chr2A	78071460	85878606	6.253697498646074e-07
4	chr2A	85878606	93685752	4.0083940593731464e-07
4	chr2A	93685752	101492898	1.9589895778891318e-07
4	chr2A	101492898	109300044	1.175393746733479e-07
4	chr2A	109300044	117107190	1.7028140177036298e-07
4	chr2A	117107190	124914336	9.94563939543713e-08
4	chr2A	124914336	132721482	1.3411544033240978e-07
4	chr2A	132721482	140528628	8.890798853496829e-08
4	chr2A	140528628	148335774	0.0
4	chr2A	148335774	156142920	0.0
4	chr2A	156142920	163950066	8.740107347505357e-08
4	chr2A	163950066	171757212	1.868574674294249e-07
4	chr2A	171757212	179564358	0.0
4	chr2A	179564358	187371504	6.027660239658867e-09
4	chr2A	187371504	195178650	1.2808778009275093e-07
4	chr2A	195178650	202985796	7.082500781599169e-08
4	chr2A	202985796	210792942	8.890798853496829e-08
4	chr2A	210792942	218600088	1.175393746733479e-07
4	chr2A	218600088	226407234	7.534575299573583e-09
4	chr2A	226407234	234214380	9.342873371471244e-08
4	chr2A	234214380	242021526	0.0
4	chr2A	242021526	249828672	0.0
4	chr2A	249828672	257635818	0.0
4	chr2A	257635818	265442964	7.835958311556528e-08
4	chr2A	265442964	273250110	0.0
4	chr2A	273250110	281057256	2.8330003126396676e-07
4	chr2A	281057256	288864402	4.8221281917270937e-08
4	chr2A	288864402	296671548	1.80829807189766e-08
4	chr2A	296671548	304478694	0.0
4	chr2A	304478694	312285840	2.1096810838806033e-08
4	chr2A	312285840	320092986	1.371292704522392e-07
4	chr2A	320092986	327900132	8.890798853496829e-08
4	chr2A	327900132	335707278	5.274202709701508e-08
4	chr2A	335707278	343514424	5.424894215692981e-08
4	chr2A	343514424	351321570	3.164521625820905e-08
4	chr2A	351321570	359128716	0.0
4	chr2A	359128716	366935862	0.0
4	chr2A	366935862	374743008	1.4767767587164224e-07
4	chr2A	374743008	382550154	2.8631386138379618e-08
4	chr2A	382550154	390357300	1.2356703491300678e-07
4	chr2A	390357300	398164446	2.7124471078464904e-08
4	chr2A	398164446	405971592	0.0
4	chr2A	405971592	413778738	4.972819697718565e-08
4	chr2A	413778738	421585884	7.082500781599169e-08
4	chr2A	421585884	429393030	3.0138301198294335e-09
4	chr2A	429393030	437200176	3.465904637803848e-08
4	chr2A	437200176	445007322	3.164521625820905e-08
4	chr2A	445007322	452814468	1.0548405419403017e-08
4	chr2A	452814468	460621614	1.9439204272899846e-07
4	chr2A	460621614	468428760	2.5768247524541657e-07
4	chr2A	468428760	476235906	1.7028140177036298e-07
4	chr2A	476235906	484043052	5.274202709701508e-08
4	chr2A	484043052	491850198	9.644256383454187e-08
4	chr2A	491850198	499657344	9.342873371471244e-08
4	chr2A	499657344	507464490	4.626229233938181e-07
4	chr2A	507464490	515271636	1.3411544033240978e-07
4	chr2A	515271636	523078782	1.1301862949360376e-07
4	chr2A	523078782	530885928	2.2603725898720754e-08
4	chr2A	530885928	538693074	1.0397713913411544e-07
4	chr2A	538693074	546500220	1.1904628973326261e-07
4	chr2A	546500220	554307366	9.342873371471244e-08
4	chr2A	554307366	562114512	1.265808650328362e-07
4	chr2A	562114512	569921658	5.1235112037100365e-08
4	chr2A	569921658	577728804	9.041490359488302e-08
4	chr2A	577728804	585535950	1.0397713913411544e-07
4	chr2A	585535950	593343096	4.2193621677612066e-08
4	chr2A	593343096	601150242	5.7262772276759236e-08
4	chr2A	601150242	608957388	4.023463209972294e-07
4	chr2A	608957388	616764534	0.0
4	chr2A	616764534	624571680	1.7329523189019243e-07
4	chr2A	624571680	632378826	9.493564877462716e-08
4	chr2A	632378826	640185972	1.537053361113011e-07
4	chr2A	640185972	647993118	1.8535055236951018e-07
4	chr2A	647993118	655800264	2.2603725898720754e-08
4	chr2A	655800264	663607410	7.383883793582112e-08
4	chr2A	663607410	671414556	3.767287649786792e-08
4	chr2A	671414556	679221702	6.374250703439251e-07
4	chr2A	679221702	687028848	3.3905588848081124e-07
4	chr2A	687028848	694835994	6.931809275607697e-07
4	chr2A	694835994	702643140	3.1645216258209053e-07
4	chr2A	702643140	710450286	3.902910005179116e-07
4	chr2A	710450286	718257432	6.374250703439251e-07
4	chr2A	718257432	726064578	4.4303302761492674e-07
4	chr2A	726064578	733871724	3.149452475221758e-07
4	chr2A	733871724	741678870	7.760612558560792e-07
4	chr2A	741678870	749486016	6.298904950443516e-07
4	chr2A	749486016	757293162	8.363378582526678e-07
4	chr2A	757293162	765100308	9.011352058290005e-07
4	chr2A	765100308	772907454	2.4562715476609885e-07
4	chr2A	772907454	780714600	7.866096612754822e-07
4	chr2B	0	8012536	7.546997384510237e-07
4	chr2B	8012536	16025072	4.2727164180787526e-07
4	chr2B	16025072	24037608	5.462029235482118e-07
4	chr2B	24037608	32050144	3.171500846408971e-07
4	chr2B	32050144	40062680	2.334577011939937e-07
4	chr2B	40062680	48075216	5.5501264812157e-07
4	chr2B	48075216	56087752	1.600433297493416e-07
4	chr2B	56087752	64100288	1.453604554604112e-07
4	chr2B	64100288	72112824	4.845348515347039e-07
4	chr2B	72112824	80125360	3.9056445608554926e-07
4	chr2B	80125360	88137896	0.0
4	chr2B	88137896	96150432	3.0834036006753886e-07
4	chr2B	96150432	104162968	3.200866594986832e-07
4	chr2B	104162968	112175504	4.83066564105811e-07
4	chr2B	112175504	120188040	1.1746299431144339e-07
4	chr2B	120188040	128200576	2.921891983497154e-07
4	chr2B	128200576	136213112	7.238657024442698e-07
4	chr2B	136213112	144225648	6.093392829906126e-07
4	chr2B	144225648	152238184	4.962811509658483e-07
4	chr2B	152238184	160250720	6.489830435707247e-07
4	chr2B	160250720	168263256	2.9806234806528756e-07
4	chr2B	168263256	176275792	9.250210802026166e-08
4	chr2B	176275792	184288328	4.390179412390196e-07
4	chr2B	184288328	192300864	2.804428989185711e-07
4	chr2B	192300864	200313400	1.04248407451406e-07
4	chr2B	200313400	208325936	4.757251269613457e-07
4	chr2B	208325936	216338472	3.7441329436772576e-07
4	chr2B	216338472	224351008	7.341437144465211e-08
4	chr2B	224351008	232363544	1.4682874288930421e-09
4	chr2B	232363544	240376080	7.268022773020559e-07
4	chr2B	240376080	248388616	3.47984120647651e-07
4	chr2B	248388616	256401152	3.935010309433353e-07
4	chr2B	256401152	264413688	5.57949222979356e-08
4	chr2B	264413688	272426224	2.78974611489678e-08
4	chr2B	272426224	280438760	1.1746299431144337e-08
4	chr2B	280438760	288451296	5.8731497155721685e-09
4	chr2B	288451296	296463832	6.313635944240082e-08
4	chr2B	296463832	304476368	2.9365748577860842e-09
4	chr2B	304476368	312488904	2.9365748577860847e-08
4	chr2B	312488904	320501440	4.992177258236344e-08
4	chr2B	320501440	328513976	5.8731497155721685e-09
4	chr2B	328513976	336526512	0.0
4	chr2B	336526512	344539048	1.1746299431144337e-08
4	chr2B	344539048	352551584	0.0
4	chr2B	352551584	360564120	2.3198941376510068e-07
4	chr2B	360564120	368576656	2.78974611489678e-08
4	chr2B	368576656	376589192	3.0834036006753885e-08
4	chr2B	376589192	384601728	1.3361415602926685e-07
4	chr2B	384601728	392614264	7.781923373133124e-08
4	chr2B	392614264	400626800	9.250210802026166e-08
4	chr2B	400626800	408639336	5.2858347440149525e-08
4	chr2B	408639336	416651872	3.3183295892982757e-07
4	chr2B	416651872	424664408	8.662895830468948e-08
4	chr2B	424664408	432676944	0.0
4	chr2B	432676944	440689480	1.3361415602926685e-07
4	chr2B	440689480	448702016	1.321458686003738e-07
4	chr2B	448702016	456714552	3.0540378520975277e-07
4	chr2B	456714552	464727088	1.292092937425877e-07
4	chr2B	464727088	472739624	0.0
4	chr2B	472739624	480752160	0.0
4	chr2B	480752160	488764696	0.0
4	chr2B	488764696	496777232	0.0
4	chr2B	496777232	504789768	0.0
4	chr2B	504789768	512802304	0.0
4	chr2B	512802304	520814840	1.9087736575609548e-08
4	chr2B	520814840	528827376	1.4682874288930424e-08
4	chr2B	528827376	536839912	1.5270189260487638e-07
4	chr2B	536839912	544852448	1.4682874288930421e-09
4	chr2B	544852448	552864984	3.0834036006753885e-08
4	chr2B	552864984	560877520	4.595739652435222e-07
4	chr2B	560877520	568890056	2.4814057548292415e-07
4	chr2B	568890056	576902592	2.6429173720074762e-08
4	chr2B	576902592	584915128	3.6707185722326055e-08
4	chr2B	584915128	592927664	1.8940907832720247e-07
4	chr2B	592927664	600940200	1.9381394061388155e-07
4	chr2B	600940200	608952736	1.04248407451406e-07
4	chr2B	608952736	616965272	7.194608401575906e-08
4	chr2B	616965272	624977808	6.60729343001869e-08
4	chr2B	624977808	632990344	5.432663486904256e-08
4	chr2B	632990344	641002880	9.837525773583382e-08
4	chr2B	641002880	649015416	9.470453916360123e-07
4	chr2B	649015416	657027952	3.450475457898649e-07
4	chr2B	657027952	665040488	3.435792583609719e-07
4	chr2B	665040488	673053024	2.9512577320750146e-07
4	chr2B	673053024	681065560	2.628234497718546e-07
4	chr2B	681065560	689078096	4.962811509658483e-07
4	chr2B	689078096	697090632	6.064027081328265e-07
4	chr2B	697090632	705103168	3.6854014465215357e-07
4	chr2B	705103168	713115704	3.0834036006753886e-07
4	chr2B	713115704	721128240	3.7294500693883274e-07
4	chr2B	721128240	729140776	4.948128635369552e-07
4	chr2B	729140776	737153312	5.506077858348908e-07
4	chr2B	737153312	745165848	5.5501264812157e-07
4	chr2B	745165848	753178384	1.0821278350941721e-06
4	chr2B	753178384	761190920	2.907209109208224e-07
4	chr2B	761190920	769203456	4.50764240670164e-07
4	chr2B	769203456	777215992	7.385485767332002e-07
4	chr2B	777215992	785228528	3.1127693492532496e-07
4	chr2B	785228528	793241064	1.1291130328187494e-06
4	chr2D	0	6516113	4.02621840929509e-07
4	chr2D	6516113	13032226	5.777533143383089e-07
4	chr2D	13032226	19548339	7.203861638155789e-07
4	chr2D	19548339	26064452	2.7623830341800396e-07
4	chr2D	26064452	32580565	3.159588437787627e-07
4	chr2D	32580565	39096678	1.4263284947727002e-07
4	chr2D	39096678	45612791	8.30520389361319e-08
4	chr2D	45612791	52128904	4.3331498575373175e-08
4	chr2D	52128904	58645017	4.3331498575373175e-08
4	chr2D	58645017	65161130	4.5678621414872547e-07
4	chr2D	65161130	71677243	3.322081557445276e-07
4	chr2D	71677243	78193356	1.299944957261195e-07
4	chr2D	78193356	84709469	1.4534106813823083e-06
4	chr2D	84709469	91225582	0.0
4	chr2D	91225582	97741695	1.1193970465304736e-07
4	chr2D	97741695	104257808	3.791506125345152e-08
4	chr2D	104257808	110773921	3.592903423541359e-07
4	chr2D	110773921	117290034	0.0
4	chr2D	117290034	123806147	0.0
4	chr2D	123806147	130322260	1.1013422554574015e-07
4	chr2D	130322260	136838373	0.0
4	chr2D	136838373	143354486	0.0
4	chr2D	143354486	149870599	0.0
4	chr2D	149870599	156386712	0.0
4	chr2D	156386712	162902825	3.610958214614431e-08
4	chr2D	162902825	169418938	4.3331498575373175e-08
4	chr2D	169418938	175935051	0.0
4	chr2D	175935051	182451164	0.0
4	chr2D	182451164	188967277	0.0
4	chr2D	188967277	195483390	3.249862393152988e-08
4	chr2D	195483390	201999503	0.0
4	chr2D	201999503	208515616	0.0
4	chr2D	208515616	215031729	3.069314482422266e-08
4	chr2D	215031729	221547842	0.0
4	chr2D	221547842	228063955	0.0
4	chr2D	228063955	234580068	0.0
4	chr2D	234580068	241096181	0.0
4	chr2D	241096181	247612294	0.0
4	chr2D	247612294	254128407	0.0
4	chr2D	254128407	260644520	0.0
4	chr2D	260644520	267160633	0.0
4	chr2D	267160633	273676746	1.986027018037937e-08
4	chr2D	273676746	280192859	0.0
4	chr2D	280192859	286708972	5.416437321921647e-09
4	chr2D	286708972	293225085	0.0
4	chr2D	293225085	299741198	3.249862393152988e-08
4	chr2D	299741198	306257311	1.0110683000920407e-07
4	chr2D	306257311	312773424	2.1665749287686587e-08
4	chr2D	312773424	319289537	1.4443832858457724e-08
4	chr2D	319289537	325805650	0.0
4	chr2D	325805650	332321763	0.0
4	chr2D	332321763	338837876	1.986027018037937e-08
4	chr2D	338837876	345353989	0.0
4	chr2D	345353989	351870102	0.0
4	chr2D	351870102	358386215	4.874793589729482e-08
4	chr2D	358386215	364902328	1.516602450138061e-07
4	chr2D	364902328	371418441	6.319176875575254e-08
4	chr2D	371418441	377934554	8.485751804343912e-08
4	chr2D	377934554	384450667	0.0
4	chr2D	384450667	390966780	7.763560161421026e-08
4	chr2D	390966780	397482893	0.0
4	chr2D	397482893	403999006	0.0
4	chr2D	403999006	410515119	0.0
4	chr2D	410515119	417031232	0.0
4	chr2D	417031232	423547345	0.0
4	chr2D	423547345	430063458	6.860820607767419e-08
