Group	Chr	Start	End	Recombination Rate
unmerged	chr1D	252514566	257465832	1.2157330015652875e-07
unmerged	chr1D	257465832	262417098	4.6276288446678686e-07
unmerged	chr1D	262417098	267368364	0.0
unmerged	chr1D	267368364	272319630	0.0
unmerged	chr1D	272319630	277270896	2.549117583927216e-08
unmerged	chr1D	277270896	282222162	0.0
unmerged	chr1D	282222162	287173428	4.5753392532026955e-09
unmerged	chr1D	287173428	292124694	2.353031615932815e-08
unmerged	chr1D	292124694	297075960	0.0
unmerged	chr1D	297075960	302027226	3.0720134985789527e-08
unmerged	chr1D	302027226	306978492	4.509977263871228e-08
unmerged	chr1D	306978492	311929758	2.732131154055324e-07
unmerged	chr1D	311929758	316881024	0.0
unmerged	chr1D	316881024	321832290	0.0
unmerged	chr1D	321832290	326783556	1.6471221311529702e-07
unmerged	chr1D	326783556	331734822	0.0
unmerged	chr1D	331734822	336686088	0.0
unmerged	chr1D	336686088	341637354	2.2615248308687607e-07
unmerged	chr1D	341637354	346588620	0.0
unmerged	chr1D	346588620	351539886	0.0
unmerged	chr1D	351539886	356491152	1.0980814207686468e-07
unmerged	chr1D	356491152	361442418	0.0
unmerged	chr1D	361442418	366393684	2.71905875618903e-07
unmerged	chr1D	366393684	371344950	0.0
unmerged	chr1D	371344950	376296216	2.8955361273839914e-07
unmerged	chr1D	376296216	381247482	5.098235167854432e-08
unmerged	chr1D	381247482	386198748	0.0
unmerged	chr1D	386198748	391150014	9.15067850640539e-08
unmerged	chr1D	391150014	396101280	2.8105655412530846e-07
unmerged	chr1D	396101280	401052546	9.085316517073924e-08
unmerged	chr1D	401052546	406003812	2.418393605264282e-07
unmerged	chr1D	406003812	410955078	2.817101740186231e-07
unmerged	chr1D	410955078	415906344	1.6994117226181438e-07
unmerged	chr1D	415906344	420857610	4.817178613729124e-07
unmerged	chr1D	420857610	425808876	9.608212431725661e-08
unmerged	chr1D	425808876	430760142	2.758275949787911e-07
unmerged	chr1D	430760142	435711408	3.163520283643006e-07
unmerged	chr1D	435711408	440662674	2.4902917935288953e-07
unmerged	chr1D	440662674	445613940	2.973970514581752e-07
unmerged	chr1D	445613940	450565206	5.3596831251803e-08
unmerged	chr1D	450565206	455516472	0.0
unmerged	chr1D	455516472	460467738	3.4380406388351684e-07
unmerged	chr1D	460467738	465419004	3.2092736761750336e-07
unmerged	chr1D	465419004	470370270	2.4249298041974284e-07
unmerged	chr1D	470370270	475321536	2.732131154055324e-07
unmerged	chr1D	475321536	480272802	1.3987465716933954e-07
unmerged	chr1D	480272802	485224068	3.8498211716234106e-07
unmerged	chr1D	485224068	490175334	3.9609365534869045e-07
unmerged	chr2A	0	7807147	1.7584087170135038e-06
unmerged	chr2A	7807147	15614294	2.657095680352796e-07
unmerged	chr2A	15614294	23421441	5.210560483936761e-07
unmerged	chr2A	23421441	31228588	4.0540398991966214e-07
unmerged	chr2A	31228588	39035735	5.14423672280471e-07
unmerged	chr2A	39035735	46842882	4.866505973064247e-07
unmerged	chr2A	46842882	54650029	3.9338280821447786e-07
unmerged	chr2A	54650029	62457176	4.008442313418336e-07
unmerged	chr2A	62457176	70264323	4.738003685870898e-07
unmerged	chr2A	70264323	78071470	6.139093139785477e-07
unmerged	chr2A	78071470	85878617	8.240727320657345e-07
unmerged	chr2A	85878617	93685764	6.897671157733311e-07
unmerged	chr2A	93685764	101492911	3.635371157050549e-07
unmerged	chr2A	101492911	109300058	1.9150986026879743e-07
unmerged	chr2A	109300058	117107205	1.819758196060651e-07
unmerged	chr2A	117107205	124914352	1.1440848795278809e-07
unmerged	chr2A	124914352	132721499	1.3845085136315658e-07
unmerged	chr2A	132721499	140528646	8.995160103534426e-08
unmerged	chr2A	140528646	148335793	0.0
unmerged	chr2A	148335793	156142940	0.0
unmerged	chr2A	156142940	163950087	9.243874207779617e-08
unmerged	chr2A	163950087	171757234	1.7202725543625744e-07
unmerged	chr2A	171757234	179564381	0.0
unmerged	chr2A	179564381	187371528	2.7773074974046382e-08
unmerged	chr2A	187371528	195178675	1.4176703941975915e-07
unmerged	chr2A	195178675	202985822	8.497731895044043e-08
unmerged	chr2A	202985822	210792969	1.102632528820349e-07
unmerged	chr2A	210792969	218600116	1.4342513344806043e-07
unmerged	chr2A	218600116	226407263	2.1140698860841275e-08
unmerged	chr2A	226407263	234214410	1.2642966965797235e-07
unmerged	chr2A	234214410	242021557	0.0
unmerged	chr2A	242021557	249828704	0.0
unmerged	chr2A	249828704	257635851	0.0
unmerged	chr2A	257635851	265442998	9.160969506364553e-08
unmerged	chr2A	265442998	273250145	0.0
unmerged	chr2A	273250145	281057292	2.706838501201834e-07
unmerged	chr2A	281057292	288864439	6.632376113205106e-08
unmerged	chr2A	288864439	296671586	2.9016645495272337e-08
unmerged	chr2A	296671586	304478733	0.0
unmerged	chr2A	304478733	312285880	2.0726175353765957e-08
unmerged	chr2A	312285880	320093027	1.359637103207047e-07
unmerged	chr2A	320093027	327900174	7.295613724525617e-08
unmerged	chr2A	327900174	335707321	5.513162644101745e-08
unmerged	chr2A	335707321	343514468	5.5546149948092764e-08
unmerged	chr2A	343514468	351321615	3.730711563677872e-08
unmerged	chr2A	351321615	359128762	0.0
unmerged	chr2A	359128762	366935909	0.0
unmerged	chr2A	366935909	374743056	1.836339136343664e-07
unmerged	chr2A	374743056	382550203	3.6478068622628084e-08
unmerged	chr2A	382550203	390357350	1.4839941553296425e-07
unmerged	chr2A	390357350	398164497	3.68925921297034e-08
unmerged	chr2A	398164497	405971644	0.0
unmerged	chr2A	405971644	413778791	1.9565509533955061e-07
unmerged	chr2A	413778791	421585938	8.414827193628978e-08
unmerged	chr2A	421585938	429393085	5.678972046931872e-08
unmerged	chr2A	429393085	437200232	1.0445992378298042e-07
unmerged	chr2A	437200232	445007379	3.730711563677872e-08
unmerged	chr2A	445007379	452814526	2.6114980945745104e-08
unmerged	chr2A	452814526	460621673	1.6539487932305235e-07
unmerged	chr2A	460621673	468428820	3.270590470824268e-07
unmerged	chr2A	468428820	476235967	1.45497750983437e-07
unmerged	chr2A	476235967	484043114	4.435401525705914e-08
unmerged	chr2A	484043114	491850261	1.4176703941975915e-07
unmerged	chr2A	491850261	499657408	1.019727827405285e-07
unmerged	chr2A	499657408	507464555	4.837489327568974e-07
unmerged	chr2A	507464555	515271702	1.8156129609898978e-07
unmerged	chr2A	515271702	523078849	1.6207869126644977e-07
unmerged	chr2A	523078849	530885996	3.772163914385404e-08
unmerged	chr2A	530885996	538693143	1.5295917411079277e-07
unmerged	chr2A	538693143	546500290	2.0891984756596083e-07
unmerged	chr2A	546500290	554307437	1.8943724273342085e-07
unmerged	chr2A	554307437	562114584	3.0840548926403747e-07
unmerged	chr2A	562114584	569921731	1.6290773828060044e-07
unmerged	chr2A	569921731	577728878	1.5586083866032e-07
unmerged	chr2A	577728878	585536025	2.7690170272631315e-07
unmerged	chr2A	585536025	593343172	8.912255402119362e-08
unmerged	chr2A	593343172	601150319	6.549471411790042e-08
unmerged	chr2A	601150319	608957466	4.920394028984038e-07
unmerged	chr2A	608957466	616764613	4.1452350707531916e-10
unmerged	chr2A	616764613	624571760	2.2964602291972681e-07
unmerged	chr2A	624571760	632378907	9.948564169807658e-08
unmerged	chr2A	632378907	640186054	2.3337673448340467e-07
unmerged	chr2A	640186054	647993201	2.1430865315794e-07
unmerged	chr2A	647993201	655800348	4.352496824290851e-08
unmerged	chr2A	655800348	663607495	1.0072921221930255e-07
unmerged	chr2A	663607495	671414642	4.1452350707531913e-08
unmerged	chr2A	671414642	679221789	8.729865059006221e-07
unmerged	chr2A	679221789	687028936	4.957701144620818e-07
unmerged	chr2A	687028936	694836083	1.0607656546057416e-06
unmerged	chr2A	694836083	702643230	3.0799096575696216e-07
unmerged	chr2A	702643230	710450377	7.287323254384111e-07
unmerged	chr2A	710450377	718257524	1.3571499621645949e-06
unmerged	chr2A	718257524	726064671	5.828200509478987e-07
unmerged	chr2A	726064671	733871818	4.841634562639728e-07
unmerged	chr2A	733871818	741678965	1.20792149961748e-06
unmerged	chr2A	741678965	749486112	1.0711287422826247e-06
unmerged	chr2A	749486112	757293259	1.257249796959443e-06
unmerged	chr2A	757293259	765100406	1.4218156292683446e-06
unmerged	chr2A	765100406	772907553	4.563903812899264e-07
unmerged	chr2A	772907553	780714700	1.0450137613368794e-06
unmerged	chr2B	0	8012536	8.994804817226809e-07
unmerged	chr2B	8012536	16025072	5.319334505742124e-07
unmerged	chr2B	16025072	24037608	6.147325070417245e-07
unmerged	chr2B	24037608	32050144	7.577123411368431e-07
unmerged	chr2B	32050144	40062680	2.819206898259683e-07
unmerged	chr2B	40062680	48075216	8.114307533816192e-07
unmerged	chr2B	48075216	56087752	2.3870362132829117e-07
unmerged	chr2B	56087752	64100288	2.0800738575984767e-07
unmerged	chr2B	64100288	72112824	6.143286092052976e-07
unmerged	chr2B	72112824	80125360	4.652903075637757e-07
unmerged	chr2B	80125360	88137896	0.0
unmerged	chr2B	88137896	96150432	4.1601477151969534e-07
unmerged	chr2B	96150432	104162968	5.69495949361913e-07
unmerged	chr2B	104162968	112175504	7.322667774419491e-07
unmerged	chr2B	112175504	120188040	3.384663869257327e-07
unmerged	chr2B	120188040	128200576	4.438837222331506e-07
unmerged	chr2B	128200576	136213112	9.564300766588723e-07
unmerged	chr2B	136213112	144225648	7.258044120591189e-07
unmerged	chr2B	144225648	152238184	9.172519865254642e-07
unmerged	chr2B	152238184	160250720	1.4039488794198649e-06
unmerged	chr2B	160250720	168263256	4.240927282482331e-07
unmerged	chr2B	168263256	176275792	1.7933063937353856e-07
unmerged	chr2B	176275792	184288328	7.79926722140322e-07
unmerged	chr2B	184288328	192300864	7.403447341704869e-07
unmerged	chr2B	192300864	200313400	1.4499932327725302e-07
unmerged	chr2B	200313400	208325936	4.899280755858159e-07
unmerged	chr2B	208325936	216338472	1.0570006379291675e-06
unmerged	chr2B	216338472	224351008	2.5405173911251296e-07
unmerged	chr2B	224351008	232363544	3.9178090133408196e-08
unmerged	chr2B	232363544	240376080	1.0368057461078231e-06
unmerged	chr2B	240376080	248388616	8.259710754929873e-07
unmerged	chr2B	248388616	256401152	7.342862666240836e-07
unmerged	chr2B	256401152	264413688	8.037566944895084e-08
unmerged	chr2B	264413688	272426224	3.55430096055662e-08
unmerged	chr2B	272426224	280438760	9.006921752319616e-08
unmerged	chr2B	280438760	288451296	1.6559811293502435e-08
unmerged	chr2B	288451296	296463832	3.352352042343176e-08
unmerged	chr2B	296463832	304476368	8.077956728537772e-10
unmerged	chr2B	304476368	312488904	3.877419229698131e-08
unmerged	chr2B	312488904	320501440	1.2318884011020103e-07
unmerged	chr2B	320501440	328513976	1.736760696635621e-08
unmerged	chr2B	328513976	336526512	3.433131609628554e-08
unmerged	chr2B	336526512	344539048	3.433131609628554e-08
unmerged	chr2B	344539048	352551584	0.0
unmerged	chr2B	352551584	360564120	2.9121034006378676e-07
unmerged	chr2B	360564120	368576656	7.027822353827862e-08
unmerged	chr2B	368576656	376589192	2.423387018561332e-07
unmerged	chr2B	376589192	384601728	2.382997234918643e-07
unmerged	chr2B	384601728	392614264	3.614885636020653e-07
unmerged	chr2B	392614264	400626800	1.0784072232597927e-07
unmerged	chr2B	400626800	408639336	1.9629434850346788e-07
unmerged	chr2B	408639336	416651872	7.36305755806218e-07
unmerged	chr2B	416651872	424664408	1.9831383768560234e-07
unmerged	chr2B	424664408	432676944	9.370429805103817e-08
unmerged	chr2B	432676944	440689480	2.9080644222735985e-07
unmerged	chr2B	440689480	448702016	3.2392606481436467e-07
unmerged	chr2B	448702016	456714552	4.6286692054521437e-07
unmerged	chr2B	456714552	464727088	6.696626127957813e-07
unmerged	chr2B	464727088	472739624	0.0
unmerged	chr2B	472739624	480752160	2.100268749419821e-08
unmerged	chr2B	480752160	488764696	6.947042786542484e-08
unmerged	chr2B	488764696	496777232	0.0
unmerged	chr2B	496777232	504789768	0.0
unmerged	chr2B	504789768	512802304	1.0501343747099104e-07
unmerged	chr2B	512802304	520814840	1.4984609731437568e-07
unmerged	chr2B	520814840	528827376	1.7529166100926968e-07
unmerged	chr2B	528827376	536839912	3.061545600115816e-07
unmerged	chr2B	536839912	544852448	2.819206898259683e-07
unmerged	chr2B	544852448	552864984	7.10860192111324e-08
unmerged	chr2B	552864984	560877520	5.638413796519366e-07
unmerged	chr2B	560877520	568890056	3.659314398027611e-07
unmerged	chr2B	568890056	576902592	9.370429805103817e-08
unmerged	chr2B	576902592	584915128	2.471854758932559e-07
unmerged	chr2B	584915128	592927664	2.6576477636889273e-07
unmerged	chr2B	592927664	600940200	3.2998453236076803e-07
unmerged	chr2B	600940200	608952736	2.681881633874541e-07
unmerged	chr2B	608952736	616965272	3.380624890893058e-07
unmerged	chr2B	616965272	624977808	1.1430308770880949e-07
unmerged	chr2B	624977808	632990344	1.0703292665312549e-07
unmerged	chr2B	632990344	641002880	5.020450106786226e-07
unmerged	chr2B	641002880	649015416	1.4342412171518816e-06
unmerged	chr2B	649015416	657027952	7.783111307946144e-07
unmerged	chr2B	657027952	665040488	7.157069661484467e-07
unmerged	chr2B	665040488	673053024	3.4048587610786713e-07
unmerged	chr2B	673053024	681065560	3.4129367178072094e-07
unmerged	chr2B	681065560	689078096	6.304845226623732e-07
unmerged	chr2B	689078096	697090632	1.2407741535034018e-06
unmerged	chr2B	697090632	705103168	5.396075094663233e-07
unmerged	chr2B	705103168	713115704	3.0251947948373956e-07
unmerged	chr2B	713115704	721128240	1.0889085670068918e-06
unmerged	chr2B	721128240	729140776	7.031861332192132e-07
unmerged	chr2B	729140776	737153312	1.3360940429001476e-06
unmerged	chr2B	737153312	745165848	1.10991125450109e-06
unmerged	chr2B	745165848	753178384	1.7351451052899135e-06
unmerged	chr2B	753178384	761190920	5.307217570649317e-07
unmerged	chr2B	761190920	769203456	1.0675019816762667e-06
